"RECORD #(ITEM)","RECORD #(HOLDINGS)",22,"BARCODE","245|a",130,,
"i275455178","c24358563","0037-4830","PB1011298","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i27545518x","c24358563","0037-4830","PB1011299","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455191","c24358563","0037-4830","PB1011300","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455208","c24358563","0037-4830","PB1011301","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i27545521x","c24358563","0037-4830","PB1011302","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455221","c24358563","0037-4830","PB1011303","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455233","c24358563","0037-4830","PB1011304","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455245","c24358563","0037-4830","PB1011305","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455257","c24358563","0037-4830","PB1011306","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455269","c24358563","0037-4830","PB1011307","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455270","c24358563","0037-4830","PB1011308","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455282","c24358563","0037-4830","PB1011309","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455294","c24358563","0037-4830","PB1011310","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455300","c24358563","0037-4830","PB1011311","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455312","c24358563","0037-4830","PB1011312","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455324","c24358563","0037-4830","PB1011313","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455336","c24358563","0037-4830","PB1011314","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455348","c24358563","0037-4830","PB1011315","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i27545535x","c24358563","0037-4830","PB1011316","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455361","c24358563","0037-4830","PB1011317","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455373","c24358563","0037-4830","PB1011318","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455385","c24358563","0037-4830","PB1011319","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455397","c24358563","0037-4830","PB1011320","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455403","c24358563","0037-4830","PB1011321","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455415","c24358563","0037-4830","PB1011322","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455427","c24358563","0037-4830","PB1011323","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455439","c24358563","0037-4830","PB1011324","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275485924","c24502492","0037-5365","PB1014424","silver screen",,,
"i282112960","c24928458","0132-0742","PB1016021","sovetskiĭ ėkran","Sovetskiĭ ėkran (Moscow, Russia : 1957)",,
"i282112947","c24928458","0132-0742","PB1016022","sovetskiĭ ėkran","Sovetskiĭ ėkran (Moscow, Russia : 1957)",,
"i282112984","c24928458","0132-0742","PB1016023","sovetskiĭ ėkran","Sovetskiĭ ėkran (Moscow, Russia : 1957)",,
"i282112972","c24928458","0132-0742","PB1016024","sovetskiĭ ėkran","Sovetskiĭ ėkran (Moscow, Russia : 1957)",,
"i282112959","c24928458","0132-0742","PB1016025","sovetskiĭ ėkran","Sovetskiĭ ėkran (Moscow, Russia : 1957)",,
"i282112935","c24928458","0132-0742","PB1016026","sovetskiĭ ėkran","Sovetskiĭ ėkran (Moscow, Russia : 1957)",,
"i275448071","c24484866",,"PB1010374","sovexportfilm presents ..",,,
"i275448083","c24484866",,"PB1010375","sovexportfilm presents ..",,,
"i275424777","c22941137",,"PB1005277","spielfilme im deutschen fernsehen ard",,,
"i275424789","c22941137",,"PB1005278","spielfilme im deutschen fernsehen ard",,,
"i275422161","c22828242","0039-9132","PB1008791","take one",,,
"i275422173","c22828242","0039-9132","PB1009842","take one",,,
"i275422185","c22828242","0039-9132","PB1010293","take one",,,
"i275422197","c22828242","0039-9132","PB1010294","take one",,,
"i275422203","c22828242","0039-9132","PB1010295","take one",,,
"i275422215","c22828242","0039-9132","PB1010296","take one",,,
"i275422227","c22828242","0039-9132","PB1010297","take one",,,
"i275488731","c24470958","0149-7359 0149-7359 1","PB1005279","television network movies",,,
"i275424212","c24479603","1056-6104","PB1009019","television programming source books",,,
"i275424224","c24479603","1056-6104","PB1009020","television programming source books",,,
"i275424236","c24479603","1056-6104","PB1009021","television programming source books",,,
"i275424248","c24479603","1056-6104","PB1009022","television programming source books",,,
"i275424844","c17373517",,"PB1003816","the ... latino film festival yearbook",,,
"i275421235","c24475051",,"PB1009930","the ... theatre catalog",,,
"i275421247","c24475051",,"PB1009931","the ... theatre catalog",,,
"i275421259","c24475051",,"PB1009932","the ... theatre catalog",,,
"i275421260","c24475051",,"PB1009933","the ... theatre catalog",,,
"i275421272","c24475051",,"PB1009934","the ... theatre catalog",,,
"i275421284","c24475051",,"PB1009935","the ... theatre catalog",,,
"i275421296","c24475051",,"PB1009936","the ... theatre catalog",,,
"i275421302","c24475051",,"PB1009937","the ... theatre catalog",,,
"i275421314","c24475051",,"PB1009938","the ... theatre catalog",,,
"i275468094","c24497381",,"PB1011964","the big frame","Big frame (St. Paul, Minn.)",,
"i275468100","c24497381",,"PB1011965","the big frame","Big frame (St. Paul, Minn.)",,
"i275468112","c24497381",,"PB1011966","the big frame","Big frame (St. Paul, Minn.)",,
"i275468124","c24497381",,"PB1011967","the big frame","Big frame (St. Paul, Minn.)",,
"i275468136","c24497381",,"PB1011968","the big frame","Big frame (St. Paul, Minn.)",,
"i275468148","c24497381",,"PB1011969","the big frame","Big frame (St. Paul, Minn.)",,
"i27546815x","c24497381",,"PB1011970","the big frame","Big frame (St. Paul, Minn.)",,
"i275468161","c24497381",,"PB1011971","the big frame","Big frame (St. Paul, Minn.)",,
"i275468173","c24497381",,"PB1011972","the big frame","Big frame (St. Paul, Minn.)",,
"i275468185","c24497381",,"PB1011973","the big frame","Big frame (St. Paul, Minn.)",,
"i275469499","c24497472",,"PB1012265","the cinemaphile",,,
"i275469505","c24497472",,"PB1012266","the cinemaphile",,,
"i275469517","c24497472",,"PB1012267","the cinemaphile",,,
"i275469529","c24497472",,"PB1012268","the cinemaphile",,,
"i275469530","c24497472",,"PB1012269","the cinemaphile",,,
"i275469542","c24497472",,"PB1012270","the cinemaphile",,,
"i275469554","c24497472",,"PB1012271","the cinemaphile",,,
"i275469566","c24497472",,"PB1012272","the cinemaphile",,,
"i128646871",,,"PB1004025","the copyright handbook","Copyright handbook (Berkeley, Calif.)",,
"i275424741","c17857077",,"PB1004812","the cultural post",,,
"i275485730","c24502005",,"PB1014425","the director","Director (Hollywood, Calif.)",,
"i275422240","c22828230","0300-7014 0300-7014 1","PB1011163","the feminist art journal",,,
"i275422239","c22828230","0300-7014 0300-7014 1","PB1011164","the feminist art journal",,,
"i275462742","c24374362",,"PB1010802","the film daily year book of motion pictures",,,
"i275462754","c24374362",,"PB1011050","the film daily year book of motion pictures",,,
"i275462766","c24374362",,"PB1011051","the film daily year book of motion pictures",,,
"i275462778","c24374362",,"PB1011052","the film daily year book of motion pictures",,,
"i27546278x","c24374362",,"PB1011053","the film daily year book of motion pictures",,,
"i275462791","c24374362",,"PB1011054","the film daily year book of motion pictures",,,
"i275462808","c24374362",,"PB1011055","the film daily year book of motion pictures",,,
"i27546281x","c24374362",,"PB1011056","the film daily year book of motion pictures",,,
"i275462821","c24374362",,"PB1011057","the film daily year book of motion pictures",,,
"i275462833","c24374362",,"PB1011058","the film daily year book of motion pictures",,,
"i275462845","c24374362",,"PB1011059","the film daily year book of motion pictures",,,
"i275462857","c24374362",,"PB1011060","the film daily year book of motion pictures",,,
"i275462869","c24374362",,"PB1011061","the film daily year book of motion pictures",,,
"i275462870","c24374362",,"PB1011062","the film daily year book of motion pictures",,,
"i275462900","c24374362",,"PB1011063","the film daily year book of motion pictures",,,
"i275462894","c24374362",,"PB1011064","the film daily year book of motion pictures",,,
"i275462882","c24374362",,"PB1011065","the film daily year book of motion pictures",,,
"i275462912","c24374362",,"PB1014421","the film daily year book of motion pictures",,,
"i275431861","c1740910x","0199-7300 1","PB1008364","the film journal",,,
"i275431873","c1740910x","0199-7300 1","PB1008365","the film journal",,,
"i275431848","c1740910x","0199-7300 1","PB1008366","the film journal",,,
"i27543185x","c1740910x","0199-7300 1","PB1008367","the film journal",,,
"i275431885","c1740910x","0199-7300 1","PB1008368","the film journal",,,
"i275431903","c1740910x","0199-7300 1","PB1008370","the film journal",,,
"i275431915","c1740910x","0199-7300 1","PB1008371","the film journal",,,
"i275431927","c1740910x","0199-7300 1","PB1008372","the film journal",,,
"i275431939","c1740910x","0199-7300 1","PB1008373","the film journal",,,
"i275431940","c1740910x","0199-7300 1","PB1008374","the film journal",,,
"i275431952","c1740910x","0199-7300 1","PB1008375","the film journal",,,
"i275431964","c1740910x","0199-7300 1","PB1008376","the film journal",,,
"i275431976","c1740910x","0199-7300 1","PB1008377","the film journal",,,
"i27543199x","c1740910x","0199-7300 1","PB1008378","the film journal",,,
"i275432002","c1740910x","0199-7300 1","PB1008379","the film journal",,,
"i275432014","c1740910x","0199-7300 1","PB1008380","the film journal",,,
"i275432026","c1740910x","0199-7300 1","PB1008381","the film journal",,,
"i275432038","c1740910x","0199-7300 1","PB1008382","the film journal",,,
"i27543204x","c1740910x","0199-7300 1","PB1008383","the film journal",,,
"i275432051","c1740910x","0199-7300 1","PB1008384","the film journal",,,
"i275431897","c1740910x","0199-7300 1","PB1008385","the film journal",,,
"i275432063","c1740910x","0199-7300 1","PB1008386","the film journal",,,
"i275432075","c1740910x","0199-7300 1","PB1008387","the film journal",,,
"i275432087","c1740910x","0199-7300 1","PB1008388","the film journal",,,
"i275432099","c1740910x","0199-7300 1","PB1008389","the film journal",,,
"i275432105","c1740910x","0199-7300 1","PB1008390","the film journal",,,
"i275432117","c1740910x","0199-7300 1","PB1008391","the film journal",,,
"i275432129","c1740910x","0199-7300 1","PB1008392","the film journal",,,
"i275432130","c1740910x","0199-7300 1","PB1008393","the film journal",,,
"i275432142","c1740910x","0199-7300 1","PB1008394","the film journal",,,
"i275432154","c1740910x","0199-7300 1","PB1008395","the film journal",,,
"i275432166","c1740910x","0199-7300 1","PB1008396","the film journal",,,
"i275432178","c1740910x","0199-7300 1","PB1008397","the film journal",,,
"i27543218x","c1740910x","0199-7300 1","PB1008398","the film journal",,,
"i275431988","c1740910x","0199-7300 1","PB1008399","the film journal",,,
"i275432191","c1740910x","0199-7300 1","PB1008400","the film journal",,,
"i275432208","c1740910x","0199-7300 1","PB1008401","the film journal",,,
"i27543221x","c1740910x","0199-7300 1","PB1008402","the film journal",,,
"i275432221","c1740910x","0199-7300 1","PB1008403","the film journal",,,
"i275432233","c1740910x","0199-7300 1","PB1008404","the film journal",,,
"i275432245","c1740910x","0199-7300 1","PB1008405","the film journal",,,
"i275432257","c1740910x","0199-7300 1","PB1008406","the film journal",,,
"i275432269","c1740910x","0199-7300 1","PB1008407","the film journal",,,
"i275432270","c1740910x","0199-7300 1","PB1008408","the film journal",,,
"i275432282","c1740910x","0199-7300 1","PB1008409","the film journal",,,
"i275432294","c1740910x","0199-7300 1","PB1008410","the film journal",,,
"i275432300","c1740910x","0199-7300 1","PB1008411","the film journal",,,
"i275432312","c1740910x","0199-7300 1","PB1008412","the film journal",,,
"i275432336","c1740910x","0199-7300 1","PB1008413","the film journal",,,
"i275432324","c1740910x","0199-7300 1","PB1008414","the film journal",,,
"i275432348","c1740910x","0199-7300 1","PB1008415","the film journal",,,
"i27543235x","c1740910x","0199-7300 1","PB1008416","the film journal",,,
"i275432361","c1740910x","0199-7300 1","PB1008417","the film journal",,,
"i275432373","c1740910x","0199-7300 1","PB1008418","the film journal",,,
"i275432385","c1740910x","0199-7300 1","PB1008419","the film journal",,,
"i275432397","c1740910x","0199-7300 1","PB1008420","the film journal",,,
"i275432403","c1740910x","0199-7300 1","PB1008421","the film journal",,,
"i275432415","c1740910x","0199-7300 1","PB1008422","the film journal",,,
"i275432427","c1740910x","0199-7300 1","PB1008423","the film journal",,,
"i275432439","c1740910x","0199-7300 1","PB1008424","the film journal",,,
"i275432440","c1740910x","0199-7300 1","PB1008425","the film journal",,,
"i275432464","c1740910x","0199-7300 1","PB1008426","the film journal",,,
"i275432452","c1740910x","0199-7300 1","PB1008427","the film journal",,,
"i275432476","c1740910x","0199-7300 1","PB1008428","the film journal",,,
"i275432488","c1740910x","0199-7300 1","PB1008429","the film journal",,,
"i27543249x","c1740910x","0199-7300 1","PB1008430","the film journal",,,
"i275432506","c1740910x","0199-7300 1","PB1008431","the film journal",,,
"i275432518","c1740910x","0199-7300 1","PB1008432","the film journal",,,
"i27543252x","c1740910x","0199-7300 1","PB1008433","the film journal",,,
"i275432531","c1740910x","0199-7300 1","PB1008434","the film journal",,,
"i275432543","c1740910x","0199-7300 1","PB1008435","the film journal",,,
"i275432555","c1740910x","0199-7300 1","PB1008436","the film journal",,,
"i275432567","c1740910x","0199-7300 1","PB1008437","the film journal",,,
"i275432579","c1740910x","0199-7300 1","PB1008438","the film journal",,,
"i275432580","c1740910x","0199-7300 1","PB1008439","the film journal",,,
"i275432592","c1740910x","0199-7300 1","PB1008440","the film journal",,,
"i275432609","c1740910x","0199-7300 1","PB1008441","the film journal",,,
"i275432610","c1740910x","0199-7300 1","PB1008442","the film journal",,,
"i275432622","c1740910x","0199-7300 1","PB1008443","the film journal",,,
"i275432634","c1740910x","0199-7300 1","PB1008444","the film journal",,,
